source,target
"The Association Agreement to the EU is harmful to Moldova","Russian"
"Ukraine is a Russian territory under foreign occupation and could launch a war against Russia","Russian"
"Romania will be dismantled in the case of a Russian invasion in Ukraine","Russian"
"Putin is a good Christian, the victim of the Russian speech and has nothing to do with communism, imposed by Russia by the West","Russian"
"Ukrainians don't learn something useful from NATO instruction","Russian"
"Today's emigration from Moldova is similar to Stalinist deportations","Russian"
"Ukrainians want a president like Vladimir Putin","Russian"
"The EU allows Ukraine to break the rights of Russians","Russian"
"Ukrainians want Russian citizenship to defend their EU children","Russian"
"In Moldova we want the amendment of Russian speakers","Russian"
"In the Republic of Moldova there is no Russian propaganda","Russian"
"\""Special military operation\"" saves Russia from the aggression of the West","Russian"
"Moldova accepts the attack of Transnistria for Ukraine to take Russian ammunition from there","Russian"
"The West will order Poland to attack Belarus and occupy Lvul","Russian"
"US allowed Ukraine to bombard Russia","Russian"
"Russia must mobilize to overcome NATO in the new \""war for defense\""","Russian"
"Chisinau government prohibits Russian press at the West indication","Russian"
"Ukraine will organize a Russian genocide","Russian"
"Russian military actions in Herson region are an example of human behavior","Russian"
"Due to Ukraine, EU states will enter the recession and without Russian energy will not resist","Russian"
"Russian foreigners will have the right to tear Crimea and Donbass after the release of these territories","Russian"
"The losses of the Ukrainian army are so great that students are forced to donate blood to the military","Russian"
"Chisinaul negotiates with Kiev an exchange of territories offers a military deposit in Transnistria instead of a part of the Odessa region","Russian"
"The Republic of Moldova steals the gas of Transnistria and sells it to Ukraine","Russian"
"Ukraine unemployed will be enrolled in the army and sent to the front","Russian"
"Romanians protest in mass towards NATO and support policy for Ukraine","Russian"
"Foreign diplomats withdraw from Kiev by the fear of the Russian offensive","Russian"
"The Republic of Moldova is led by a Russian dictatorial regime","Russian"
"Partial mobilization ordered by Putin will prevent a nuclear disaster and will lead to a conflict and diplomatic dialogue","Russian"
"The Izium massacre was an insanity meant to compromise the Russian army","Russian"
"Aiea mission praised the Russian army because it defended the nuclear central of the Ukrainian bombing","Russian"
"The Russian military presence in Transnistria is the \""foundation stone\"" of security throughout the region","Russian"
"The government in Chisinau undermines the role of the Russian language and violates the rights of national minorities","Russian"
"US will cause a nuclear disaster in Ukraine to hide the traces of biological weapons laboratories","Russian"
"Russia killed with a single rocket at least 15 Ukrainian generals in Vinita, stop the counter -offensive from Donbass","Russian"
"Residents of Kharkov region request joining in Russia","Russian"
"Volodimir Zelenski will be tried for war crimes","Russian"
"The EU offers the status of candidate to Russian countries but they have nothing to win","Russian"
"The volunteers from Zaporojie are registered in a battalion that will defend the Ukrainian army region","Russian"
"The United States is studying Russian armament captured in Ukraine to copy its ultra-modern technology","Russian"
"Zelenski's counselor announces the organization of a genocide of Russian people in Kharkov and Donbass","Russian"
"Nearly three million Ukrainians want to emigrate to Russia","Russian"
"In Ukraine, mercenaries from Israel arrived against Russia with the military of the group \""Azov\""","Russian"
"Crimea Tatars support Russia's military actions on Ukraine's territory","Russian"
"Ukraine has attacked with chemical and biological weapons the positions of Russian military","Russian"
"The prohibition of the symbols of the Russian army is an insult brought to the history and values of Moldova","Russian"
"NATO will not defend their members in the event of a conflict with Russia","Russian"
"American experts believe that the Massacre of Bucea is an invention of \""Ukrainian propaganda\""","Russian"
"Mines located by Ukraine can blow up the Black Sea, causing a cataclysm","Russian"
"To attract NATO to the war, Ukraine will attack the US Embassy in Lvov and blame Russia","Russian"
"Russians outside the country are discriminated","Russian"
"15 million Ukrainians have close ties with Russia, and Ukrainian nationalists use Russian as human shields.","Russian"
"The President of Ukraine, Volodimir Zelenski, could recognize Donbass and Crimea as Russian territories","Russian"
"Kiev was preparing an aggression against Donbass in March, and Russia had to intervene to stop it","Russian"
"Most Poles support the invasion of the western Ukraine regions","Poles"
"Most Poles support the invasion of the western Ukraine regions","Poles"
"Ukrainians don't learn something useful from NATO instruction","Poles"
"30 years after Independence, Ukraine is a fragmented, failed and artificial state","Ukrainian"
"Ukrainians don't learn something useful from NATO instruction","Ukrainian"
"Ukrainians want a president like Vladimir Putin","Ukrainian"
"Ukrainians are sentenced to prison for discussing with their relatives in Russia","Ukrainian"
"Ukraine will be attached to Poland, to be part of NATO and EU","Ukrainian"
"UN accused Ukraine of torturing civilians","Ukrainian"
"The West believes that Ukraine will lose","Ukrainian"
"The War of Ukraine is in Zelenski's interest","Ukrainian"
"Ukrainian children are sold in the West","Ukrainian"
"Putin warned Ukraine 23 years ago that NATO will cause a war","Ukrainian"
"Zelenski has ties with the Nazis","Ukrainian"
"Increases the number of Moldovans that give Right to Russia in the Ukraine War","Ukrainian"
"Ukraine nuclear power plant specialists will be sent to the front","Ukrainian"
"Russian foreigners will have the right to tear Crimea and Donbass after the release of these territories","Ukrainian"
"Moscow shows restraint when bombarding Ukraine because he knows that the population does not support neo-Nazi government","Ukrainian"
"The inhabitants of the Zaporojie region are waiting for the release of Nicolaev, Kharkov and Odessa by the Ukrainian Nazis","Ukrainian"
"US will cause a nuclear disaster in Ukraine to hide the traces of biological weapons laboratories","Ukrainian"
"Ukrainian authorities have abandoned the Herson.The region will unite with Russia that will protect Ukrainian","Ukrainian"
"The inhabitants of the Luhansk region will be deported by Kiev","Ukrainian"
"In Ukraine was canonized nationalist leader Stepan Bandera","Ukrainian"
"Kiev pays Western armament with Ukrainian museum exhibits","Ukrainian"
"Ukraine will give up Russia the city of Zaporojie","Ukrainian"
"The West investigates the atrocities committed by Ukrainian nationalists on the territory of Ukraine","Ukrainian"
"Nearly three million Ukrainians want to emigrate to Russia","Ukrainian"
"Synod of the Russian Orthodox Church, sentenced to death on the territory of Ukraine","Ukrainian"
"The President of Poland acknowledged that Warsaw will annex Ukrainian territories","Ukrainian"
"NATO fights with Russia to the last Ukrainian","Ukrainian"
"To attract NATO to the war, Ukraine will attack the US Embassy in Lvov and blame Russia","Ukrainian"
"Ukraine wants to prolong the war and uses citizens as human shields, while Russia protects Ukrainian civilians","Ukrainian"
"15 million Ukrainians have close ties with Russia, and Ukrainian nationalists use Russian as human shields.","Ukrainian"
"Ukrainian nationalists killed peaceful civilians","Ukrainian"
"Kiev was incumbent on the press for the Donbass separatists on civil infrastructure","Ukrainian"
"Romania will send the military to Crimea to the EU command","Ukrainian"
"UN denounced the crimes of the Zelenski regime in Ukraine","Ukrainian"
"30 years after Independence, Ukraine is a fragmented, failed and artificial state","Ukrainian"
"US are ready to fight in donbass to the last Ukrainian","Ukrainian"
"In Ukraine will be a heavy winter because of the authorities","Ukrainian"
"Ukrainians are sentenced to prison for discussing with their relatives in Russia","Ukrainian"
"UN accused Ukraine of torturing civilians","Ukrainian"
"Ukrainian children are sold in the West","Ukrainian"
"Zelenski has ties with the Nazis","Ukrainian"
"Increases the number of Moldovans that give Right to Russia in the Ukraine War","Ukrainian"
